
LastWriteTime        Length FullName                                                                                         
30/07/2026 20:34:09    5949 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\work-as...
30/07/2026 20:34:09    4142 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\work-pe...
30/07/2026 20:34:08     688 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\busines...
30/07/2026 20:34:08     586 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people-...
30/07/2026 20:08:05   26261 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\tools\nova-core-runtime\Cere...
30/07/2026 20:07:35   15269 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\tools\nova-core-runtime\Test...
30/07/2026 19:22:49   31321 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people-...
30/07/2026 19:17:54    3644 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people-...
30/07/2026 19:17:53    2571 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people-...
30/07/2026 19:03:27   11059 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people....
30/07/2026 19:03:26    1173 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\domain\people\people....
30/07/2026 18:40:30   60195 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\PEOPLE_...
30/07/2026 18:16:52   22291 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\WORK_PH...
30/07/2026 18:00:22   15005 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\INTELLI...
30/07/2026 17:59:41   14985 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\CONFIDE...
30/07/2026 17:59:40   13917 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\SYNTHES...
30/07/2026 17:56:00   13943 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\ACTIONS...
30/07/2026 17:55:59   14243 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\PLANNIN...
30/07/2026 17:45:16   26950 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\PEOPLE_...
30/07/2026 17:34:30   24587 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\WORK_DO...
30/07/2026 17:27:55   22560 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\WORK_PH...
30/07/2026 17:16:26    9999 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DSYN_00...
30/07/2026 17:16:07    3900 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DSYN_00...
30/07/2026 17:16:07    3797 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DSYN_00...
30/07/2026 17:16:05   11616 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DSYN_00...
30/07/2026 17:04:01    9286 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINTEL_...
30/07/2026 17:03:35    3996 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINTEL_...
30/07/2026 17:03:34    5027 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINTEL_...
30/07/2026 17:03:32   11396 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINTEL_...
30/07/2026 16:53:39    7500 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-tec...
30/07/2026 16:52:32    2566 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-cor...
30/07/2026 16:52:30    2265 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-tec...
30/07/2026 16:52:30    2525 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-tec...
30/07/2026 16:52:29    3256 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-tec...
30/07/2026 16:52:28    1511 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-tec...
30/07/2026 16:39:26    4139 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\MWA_000...
30/07/2026 16:39:25    8189 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\MWA_000...
30/07/2026 16:39:25   10657 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\MWA_000...
30/07/2026 16:24:23    4893 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DPEO_00...
30/07/2026 16:24:22    5783 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DPEO_00...
30/07/2026 16:24:22    9357 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DPEO_00...
30/07/2026 16:24:21   15411 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DPEO_00...
30/07/2026 16:05:13   11130 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DDEC_00...
30/07/2026 16:05:12   11487 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-dec...
30/07/2026 16:00:28    7141 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-dec...
30/07/2026 16:00:01    1412 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-dec...
30/07/2026 16:00:00    2017 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-dec...
30/07/2026 15:59:58    1655 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-dec...
30/07/2026 15:49:07    9187 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DDEC_00...
30/07/2026 15:48:34    5394 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DDEC_00...
30/07/2026 15:48:33    5463 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DDEC_00...
30/07/2026 15:48:31   11737 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DDEC_00...
30/07/2026 15:35:31    9722 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINT_00...
30/07/2026 15:32:11    8567 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-del...
30/07/2026 15:30:18    1347 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-del...
30/07/2026 15:30:17    2859 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-del...
30/07/2026 15:30:16    3683 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-del...
30/07/2026 15:30:16    1397 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-del...
30/07/2026 15:21:32    6536 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINT_00...
30/07/2026 15:20:54    5359 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINT_00...
30/07/2026 15:20:53   11011 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINT_00...
30/07/2026 15:20:52   12766 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DINT_00...
30/07/2026 15:06:24    6526 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DOMAIN_...
30/07/2026 15:06:23   12126 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DOMAIN_...
30/07/2026 15:06:01    6330 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DOMAIN_...
30/07/2026 15:06:01    7714 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\DOMAIN_...
30/07/2026 14:48:39   13482 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\WCF_003...
30/07/2026 14:37:07    5482 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\WORK\WCF_002...
30/07/2026 14:35:14    5598 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-obj...
30/07/2026 14:35:13     765 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-obj...
30/07/2026 14:35:12    1311 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-obj...
30/07/2026 14:35:12    2332 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-obj...
30/07/2026 14:35:11     990 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\server\runtime\work\work-obj...
30/07/2026 14:26:17    5952 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\0-UI-DESIGN\...
30/07/2026 14:25:37    2468 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\apps\nova-web\node_modules\....
30/07/2026 14:24:43  254684 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\apps\nova-web\dist\assets\in...
30/07/2026 14:24:43   70377 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\apps\nova-web\dist\assets\in...
30/07/2026 14:24:43     540 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\apps\nova-web\dist\index.html  
30/07/2026 14:15:56    5429 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\0-UI-DESIGN\...
30/07/2026 14:15:55    4266 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\0-UI-DESIGN\...
30/07/2026 14:15:55    8559 C:\DEV\NOVA_CORE_MVP_RUNTIME_AUTONOME_2026-07-24(1)\nova-core-mvp\Docs\24_MODULES\0-UI-DESIGN\...


